event_id,session_id,user_id,timestamp,ts,action_type,tool,amount,recipient_id,recipient_type,category,request_status,decision_status,balance_before,policy_auto_limit,policy_daily_limit,policy_allowed_tools,source,scenario,risk_label,fraud_label,policy_violation_label,is_new_recipient
E0000591,U002-normal-038,U002,2026-06-08T20:58:37,1780919917.0,TRANSFER,transfer.execute,55900.0,U002-R030,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000592,U002-normal-039,U002,2026-06-09T09:58:10,1780966690.0,PAYMENT,payment.execute,4700.0,U002-R004,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000593,U002-normal-039,U002,2026-06-09T11:44:15,1780973055.0,PAYMENT,payment.execute,22900.0,U002-R022,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000594,U002-normal-039,U002,2026-06-09T17:01:38,1780992098.0,PAYMENT,payment.execute,20300.0,U002-R033,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000595,U002-normal-039,U002,2026-06-09T18:42:00,1780998120.0,PAYMENT,payment.execute,63000.0,U002-R022,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,RECURRING_NORMAL,0,0,0,0
E0000596,U002-normal-039,U002,2026-06-09T19:27:55,1781000875.0,PAYMENT,payment.execute,60400.0,U002-R008,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000597,U002-normal-039,U002,2026-06-09T20:37:13,1781005033.0,PAYMENT,payment.execute,16500.0,U002-R016,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000598,U002-paysim-fraud-007,U002,2026-06-10T03:33:00,1781029980.0,TRANSFER,transfer.execute,2958653.619895123,U002-N587346,PERSON,P2P,SUCCESS,NOT_EVALUATED,3023653.619895123,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,paysim_fraud,ACCOUNT_DRAIN_TRANSFER,1,1,1,1
E0000599,U002-paysim-fraud-007,U002,2026-06-10T03:34:00,1781030040.0,TRANSFER,transfer.execute,1029726.5147836227,U002-N587346,PERSON,P2P,SUCCESS,NOT_EVALUATED,1094726.5147836227,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,paysim_fraud,FOLLOW_UP_CASHOUT_PROXY,1,1,1,0
E0000600,U002-normal-040,U002,2026-06-10T08:47:44,1781048864.0,PAYMENT,payment.execute,207900.0,U002-R015,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000601,U002-normal-040,U002,2026-06-10T18:14:31,1781082871.0,PAYMENT,payment.execute,145700.0,U002-R000,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000602,U002-normal-040,U002,2026-06-10T21:48:48,1781095728.0,PAYMENT,payment.execute,37500.0,U002-R022,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000603,U002-agent-normal-013,U002,2026-06-10T22:12:07,1781097127.0,BALANCE_READ,balance.read,0.0,U002-R000,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000604,U002-hard-NEW_RECIPIENT_NORMAL-002,U002,2026-06-11T14:20:00,1781155200.0,TRANSFER,transfer.execute,520000.0,U002-N562509,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,NEW_RECIPIENT_NORMAL,0,0,0,1
E0000605,U002-agent-normal-015,U002,2026-06-11T15:49:15,1781160555.0,HISTORY_READ,history.read,0.0,U002-R005,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000606,U002-normal-041,U002,2026-06-11T21:25:16,1781180716.0,PAYMENT,payment.execute,3000.0,U002-R016,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000607,U002-normal-041,U002,2026-06-11T23:35:55,1781188555.0,PAYMENT,payment.execute,13900.0,U002-R002,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000608,U002-normal-042,U002,2026-06-12T10:00:00,1781226000.0,PAYMENT,payment.execute,117100.0,U002-R007,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000609,U002-normal-042,U002,2026-06-12T12:40:55,1781235655.0,PAYMENT,payment.execute,22000.0,U002-R004,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000610,U002-normal-042,U002,2026-06-12T17:43:40,1781253820.0,PAYMENT,payment.execute,13000.0,U002-R023,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000611,U002-normal-042,U002,2026-06-12T19:28:17,1781260097.0,PAYMENT,payment.execute,53400.0,U002-R008,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000612,U002-normal-043,U002,2026-06-13T06:43:27,1781300607.0,PAYMENT,payment.execute,27600.0,U002-R004,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000613,U002-agent-normal-034,U002,2026-06-13T13:40:49,1781325649.0,PAYMENT,payment.execute,87500.0,U002-R017,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000614,U002-normal-043,U002,2026-06-13T15:36:29,1781332589.0,PAYMENT,payment.execute,25900.0,U002-R009,MERCHANT,CONVENIENCE,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000615,U002-normal-043,U002,2026-06-13T19:32:28,1781346748.0,PAYMENT,payment.execute,21400.0,U002-R018,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000616,U002-normal-044,U002,2026-06-14T09:25:39,1781396739.0,PAYMENT,payment.execute,176100.0,U002-R032,MERCHANT,ETC,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000617,U002-normal-044,U002,2026-06-14T09:50:26,1781398226.0,PAYMENT,payment.execute,25700.0,U002-R029,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000618,U002-normal-044,U002,2026-06-14T15:11:26,1781417486.0,PAYMENT,payment.execute,86600.0,U002-R029,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000619,U002-normal-044,U002,2026-06-14T16:48:40,1781423320.0,PAYMENT,payment.execute,5200.0,U002-R027,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000620,U002-normal-044,U002,2026-06-14T18:46:27,1781430387.0,PAYMENT,payment.execute,81600.0,U002-R019,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000621,U002-normal-045,U002,2026-06-15T07:29:32,1781476172.0,PAYMENT,payment.execute,675000.0,U002-R032,MERCHANT,ETC,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000622,U002-normal-045,U002,2026-06-15T12:29:33,1781494173.0,PAYMENT,payment.execute,36700.0,U002-R027,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000623,U002-normal-045,U002,2026-06-15T13:44:18,1781498658.0,PAYMENT,payment.execute,48800.0,U002-R000,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000624,U002-normal-045,U002,2026-06-15T14:20:00,1781500800.0,PAYMENT,payment.execute,158400.0,U002-R020,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000625,U002-normal-045,U002,2026-06-15T16:50:52,1781509852.0,PAYMENT,payment.execute,36900.0,U002-R011,MERCHANT,CONVENIENCE,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000626,U002-normal-046,U002,2026-06-16T01:07:59,1781539679.0,PAYMENT,payment.execute,103900.0,U002-R025,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000627,U002-normal-046,U002,2026-06-16T10:32:09,1781573529.0,PAYMENT,payment.execute,30500.0,U002-R008,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000628,U002-agent-normal-031,U002,2026-06-16T12:51:37,1781581897.0,PAYMENT,payment.execute,17100.0,U002-R032,MERCHANT,ETC,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000629,U002-agent-normal-026,U002,2026-06-16T19:17:51,1781605071.0,BALANCE_READ,balance.read,0.0,U002-R032,MERCHANT,ETC,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000630,U002-normal-046,U002,2026-06-16T22:03:05,1781614985.0,PAYMENT,payment.execute,14700.0,U002-R028,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000631,U002-normal-047,U002,2026-06-17T09:43:47,1781657027.0,PAYMENT,payment.execute,4800.0,U002-R006,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000632,U002-normal-047,U002,2026-06-17T16:53:59,1781682839.0,PAYMENT,payment.execute,20200.0,U002-R022,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000633,U002-normal-047,U002,2026-06-17T20:32:38,1781695958.0,PAYMENT,payment.execute,40000.0,U002-R029,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000634,U002-normal-047,U002,2026-06-17T21:23:14,1781698994.0,PAYMENT,payment.execute,22300.0,U002-R004,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000635,U002-normal-047,U002,2026-06-17T21:34:00,1781699640.0,PAYMENT,payment.execute,34600.0,U002-R029,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000636,U002-normal-048,U002,2026-06-18T02:23:55,1781717035.0,PAYMENT,payment.execute,69200.0,U002-R024,MERCHANT,CONVENIENCE,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000637,U002-misuse-CATEGORY_DRIFT-005,U002,2026-06-18T10:03:00,1781744580.0,PAYMENT,payment.execute,413682.4137551227,U002-N869736,PERSON,OVERSEAS_REMIT,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,CATEGORY_DRIFT,1,0,0,1
E0000638,U002-misuse-CATEGORY_DRIFT-005,U002,2026-06-18T10:20:00,1781745600.0,PAYMENT,payment.execute,173314.1349981415,U002-N152113,MERCHANT,SECURITIES,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,CATEGORY_DRIFT,1,0,0,1
E0000639,U002-misuse-CATEGORY_DRIFT-005,U002,2026-06-18T10:37:00,1781746620.0,PAYMENT,payment.execute,171863.6559568915,U002-N813048,MERCHANT,SECURITIES,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,CATEGORY_DRIFT,1,0,0,1
E0000640,U002-misuse-CATEGORY_DRIFT-005,U002,2026-06-18T10:54:00,1781747640.0,PAYMENT,payment.execute,575665.8473019633,U002-N590124,MERCHANT,GIFT_CARD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,CATEGORY_DRIFT,1,0,0,1
E0000641,U002-misuse-CATEGORY_DRIFT-005,U002,2026-06-18T11:11:00,1781748660.0,PAYMENT,payment.execute,170611.17356093338,U002-N729168,PERSON,OVERSEAS_REMIT,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,CATEGORY_DRIFT,1,0,0,1
E0000642,U002-misuse-CATEGORY_DRIFT-005,U002,2026-06-18T11:28:00,1781749680.0,PAYMENT,payment.execute,409047.1542595656,U002-N349326,MERCHANT,GIFT_CARD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,CATEGORY_DRIFT,1,0,0,1
E0000643,U002-misuse-CATEGORY_DRIFT-005,U002,2026-06-18T11:45:00,1781750700.0,PAYMENT,payment.execute,395557.1417511115,U002-N723334,MERCHANT,SECURITIES,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,CATEGORY_DRIFT,1,0,0,1
E0000644,U002-agent-normal-005,U002,2026-06-18T13:08:16,1781755696.0,BALANCE_READ,balance.read,0.0,U002-R029,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000645,U002-normal-048,U002,2026-06-18T17:45:20,1781772320.0,PAYMENT,payment.execute,93100.0,U002-R019,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000646,U002-normal-049,U002,2026-06-19T07:11:01,1781820661.0,PAYMENT,payment.execute,22800.0,U002-R016,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000647,U002-normal-049,U002,2026-06-19T08:01:40,1781823700.0,PAYMENT,payment.execute,308300.0,U002-R003,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000648,U002-normal-049,U002,2026-06-19T08:27:24,1781825244.0,PAYMENT,payment.execute,15800.0,U002-R033,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000649,U002-normal-049,U002,2026-06-19T08:58:14,1781827094.0,PAYMENT,payment.execute,26500.0,U002-R009,MERCHANT,CONVENIENCE,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000650,U002-normal-049,U002,2026-06-19T17:29:55,1781857795.0,PAYMENT,payment.execute,28300.0,U002-R017,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000651,U002-normal-049,U002,2026-06-19T18:35:27,1781861727.0,PAYMENT,payment.execute,7600.0,U002-R029,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000652,U002-normal-050,U002,2026-06-20T01:09:05,1781885345.0,PAYMENT,payment.execute,122700.0,U002-R019,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000653,U002-agent-normal-033,U002,2026-06-20T08:54:56,1781913296.0,BALANCE_READ,balance.read,0.0,U002-R028,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000654,U002-normal-050,U002,2026-06-20T10:50:47,1781920247.0,PAYMENT,payment.execute,80500.0,U002-R026,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000655,U002-normal-050,U002,2026-06-20T12:11:20,1781925080.0,PAYMENT,payment.execute,16700.0,U002-R033,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000656,U002-normal-050,U002,2026-06-20T13:08:05,1781928485.0,PAYMENT,payment.execute,18500.0,U002-R018,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000657,U002-normal-050,U002,2026-06-20T20:02:18,1781953338.0,PAYMENT,payment.execute,339100.0,U002-R018,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000658,U002-normal-051,U002,2026-06-21T12:55:48,1782014148.0,PAYMENT,payment.execute,63300.0,U002-R025,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000659,U002-normal-051,U002,2026-06-21T15:25:46,1782023146.0,PAYMENT,payment.execute,70500.0,U002-R002,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000660,U002-normal-051,U002,2026-06-21T19:32:52,1782037972.0,PAYMENT,payment.execute,19200.0,U002-R033,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000661,U002-normal-051,U002,2026-06-21T19:38:58,1782038338.0,PAYMENT,payment.execute,104700.0,U002-R002,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000662,U002-hard-BUSINESS_BATCH-005,U002,2026-06-22T10:00:00,1782090000.0,TRANSFER,transfer.execute,260000.0,U002-N633674,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,BUSINESS_BATCH,0,0,0,1
E0000663,U002-hard-BUSINESS_BATCH-005,U002,2026-06-22T10:08:00,1782090480.0,TRANSFER,transfer.execute,260000.0,U002-N612805,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,BUSINESS_BATCH,0,0,0,1
E0000664,U002-hard-BUSINESS_BATCH-005,U002,2026-06-22T10:16:00,1782090960.0,TRANSFER,transfer.execute,260000.0,U002-N119501,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,BUSINESS_BATCH,0,0,0,1
E0000665,U002-hard-BUSINESS_BATCH-005,U002,2026-06-22T10:24:00,1782091440.0,TRANSFER,transfer.execute,260000.0,U002-N497975,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,BUSINESS_BATCH,0,0,0,1
E0000666,U002-hard-BUSINESS_BATCH-005,U002,2026-06-22T10:32:00,1782091920.0,TRANSFER,transfer.execute,260000.0,U002-N710290,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,BUSINESS_BATCH,0,0,0,1
E0000667,U002-hard-BUSINESS_BATCH-005,U002,2026-06-22T10:40:00,1782092400.0,TRANSFER,transfer.execute,260000.0,U002-N938360,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,BUSINESS_BATCH,0,0,0,1
E0000668,U002-hard-BUSINESS_BATCH-005,U002,2026-06-22T10:48:00,1782092880.0,TRANSFER,transfer.execute,260000.0,U002-N793819,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,BUSINESS_BATCH,0,0,0,1
E0000669,U002-normal-052,U002,2026-06-22T20:24:52,1782127492.0,PAYMENT,payment.execute,24700.0,U002-R022,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000670,U002-hard-PAYDAY_BURST-000,U002,2026-06-23T18:00:00,1782205200.0,PAYMENT,payment.execute,152500.0,U002-R018,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,PAYDAY_BURST,0,0,0,0
E0000671,U002-hard-PAYDAY_BURST-000,U002,2026-06-23T18:07:00,1782205620.0,PAYMENT,payment.execute,76200.0,U002-R003,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,PAYDAY_BURST,0,0,0,0
E0000672,U002-hard-PAYDAY_BURST-000,U002,2026-06-23T18:14:00,1782206040.0,PAYMENT,payment.execute,5000.0,U002-R010,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,PAYDAY_BURST,0,0,0,0
E0000673,U002-hard-PAYDAY_BURST-000,U002,2026-06-23T18:21:00,1782206460.0,PAYMENT,payment.execute,17100.0,U002-R022,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,PAYDAY_BURST,0,0,0,0
E0000674,U002-hard-PAYDAY_BURST-000,U002,2026-06-23T18:28:00,1782206880.0,PAYMENT,payment.execute,68400.0,U002-R016,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,PAYDAY_BURST,0,0,0,0
E0000675,U002-hard-PAYDAY_BURST-000,U002,2026-06-23T18:35:00,1782207300.0,PAYMENT,payment.execute,7600.0,U002-R014,PERSON,P2P,SUCCESS,NOT_EVALUATED,914117.4230242745,900000.0,2600000.0,balance.read|history.read|transfer.execute|payment.execute,hard_negative,PAYDAY_BURST,0,0,0,0
